TweetAt,Sentiment
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Extremely Positive
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Extremely Negative
2020-03-14,Positive
2020-03-14,Positive
2020-03-14,Extremely Positive
2020-03-14,Neutral
2020-03-14,Extremely Negative
2020-03-14,Neutral
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Negative
2020-03-14,Extremely Negative
2020-03-14,Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Positive
2020-03-15,Neutral
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Negative
2020-03-15,Neutral
2020-03-15,Extremely Positive
2020-03-15,Extremely Positive
2020-03-15,Positive
2020-03-15,Negative
2020-03-15,Extremely Positive
2020-03-15,Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-15,Negative
2020-03-15,Positive
2020-03-15,Positive
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Extremely Negative
2020-03-15,Neutral
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Negative
2020-03-16,Neutral
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Neutral
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Neutral
2020-03-16,Extremely Negative
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Neutral
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Positive
2020-03-16,Extremely Negative
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Neutral
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Extremely Negative
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Neutral
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Extremely Negative
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Neutral
2020-03-16,Neutral
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Positive
2020-03-16,Neutral
2020-03-16,Neutral
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Negative
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Neutral
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Extremely Positive
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Neutral
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Neutral
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Neutral
2020-03-16,Negative
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Negative
2020-03-16,Neutral
2020-03-16,Neutral
2020-03-16,Extremely Negative
2020-03-16,Negative
2020-03-16,Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Extremely Negative
2020-03-16,Positive
2020-03-16,Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Extremely Positive
2020-03-16,Negative
2020-03-16,Extremely Positive
2020-03-16,Positive
2020-03-16,Positive
