Date,TargetGroup,Vaccine,Doses,Count
2021-04-12,Age70_79,UNK,FirstDose,37868
2021-04-12,Age80+,UNK,FirstDose,354
2021-04-12,Age80+,UNK,FirstDose,3
2021-04-12,Age80+,UNK,FirstDose,5600
2021-04-12,Age80+,UNK,FirstDose,12314
2021-04-12,Age80+,UNK,FirstDose,19729
2021-04-19,ALL,MOD,FirstDose,139687
2021-04-19,ALL,NVXD,FirstDose,0
2021-04-19,ALL,SGSK,FirstDose,0
2021-07-05,ALL,UNK,FirstDose,3439
2021-07-05,Age<18,UNK,FirstDose,258
2021-07-05,Age<18,UNK,FirstDose,351
2021-04-19,ALL,UNK,FirstDose,106146
2021-04-19,ALL,UNK,FirstDose,102052
2021-04-19,ALL,UNK,FirstDose,175398
2021-04-19,ALL,UNK,FirstDose,27885
2021-04-19,Age<18,UNK,FirstDose,12
2021-04-19,Age<18,UNK,FirstDose,44
2021-04-19,Age<18,UNK,FirstDose,38
2021-04-19,Age<18,UNK,FirstDose,50
2021-04-19,Age18_24,UNK,FirstDose,61
2021-04-19,Age18_24,UNK,FirstDose,1068
2021-04-19,Age18_24,UNK,FirstDose,1052
2021-07-05,Age25_49,UNK,FirstDose,44039
2021-07-05,Age25_49,UNK,FirstDose,26113
2021-07-05,Age25_49,UNK,FirstDose,64661
2021-04-19,Age25_49,UNK,FirstDose,15305
2021-04-19,Age25_49,UNK,FirstDose,10652
2021-04-19,Age25_49,UNK,FirstDose,19732
2021-04-19,Age25_49,UNK,FirstDose,8410
2021-04-19,Age50_59,UNK,FirstDose,853
2021-04-19,Age50_59,UNK,FirstDose,56426
2021-04-19,Age50_59,UNK,FirstDose,28474
2021-04-19,Age50_59,UNK,FirstDose,32100
2021-04-19,Age60_69,UNK,FirstDose,1085
2021-04-19,Age60_69,UNK,FirstDose,3572
2021-04-19,Age60_69,UNK,FirstDose,35139
2021-07-05,Age70_79,UNK,FirstDose,3218
2021-07-05,Age70_79,UNK,FirstDose,1726
2021-07-05,Age70_79,UNK,FirstDose,4215
2021-07-05,Age70_79,UNK,FirstDose,809
2021-04-19,Age70_79,UNK,FirstDose,11062
2021-04-19,Age70_79,UNK,FirstDose,30220
2021-04-19,Age70_79,UNK,FirstDose,2812
2021-04-19,Age80+,UNK,FirstDose,73
2021-04-19,Age80+,UNK,FirstDose,9260
2021-04-19,Age80+,UNK,FirstDose,5547
2021-04-19,Age80+,UNK,FirstDose,8463
2021-04-19,AgeUNK,UNK,FirstDose,0
2021-04-26,ALL,AZ,FirstDose,196666
2021-04-26,ALL,COMBA.4-5,FirstDose,0
2021-07-05,Age80+,UNK,FirstDose,20
2021-07-05,Age80+,UNK,FirstDose,1576
2021-07-12,ALL,UNK,FirstDose,4046
2021-07-12,ALL,UNK,FirstDose,75193
2021-04-26,ALL,UNK,FirstDose,78958
2021-04-26,ALL,UNK,FirstDose,144737
2021-04-26,ALL,UNK,FirstDose,179855
2021-04-26,Age<18,UNK,FirstDose,12
2021-04-26,Age<18,UNK,FirstDose,156
2021-04-26,Age<18,UNK,FirstDose,23
2021-04-26,Age<18,UNK,FirstDose,23
2021-04-26,Age<18,UNK,FirstDose,65
2021-04-26,Age18_24,UNK,FirstDose,154
2021-04-26,Age18_24,UNK,FirstDose,956
2021-07-12,ALL,UNK,FirstDose,213831
2021-07-12,ALL,UNK,FirstDose,59081
2021-07-12,Age25_49,UNK,FirstDose,33142
2021-07-12,Age25_49,UNK,FirstDose,58593
2021-07-12,Age25_49,UNK,FirstDose,33302
2021-04-26,Age25_49,UNK,FirstDose,22541
2021-04-26,Age25_49,UNK,FirstDose,27516
2021-04-26,Age50_59,UNK,FirstDose,1449
2021-04-26,Age50_59,UNK,FirstDose,20449
2021-04-26,Age50_59,UNK,FirstDose,22891
2021-04-26,Age50_59,UNK,FirstDose,36184
2021-04-26,Age50_59,UNK,FirstDose,2551
2021-04-26,Age60_69,UNK,FirstDose,805
2021-04-26,Age60_69,UNK,FirstDose,51614
2021-07-12,Age70_79,UNK,FirstDose,2129
2021-07-12,Age70_79,UNK,FirstDose,3203
2021-07-12,Age70_79,UNK,FirstDose,3811
2021-07-12,Age70_79,UNK,FirstDose,3815
2021-07-19,ALL,UNK,FirstDose,97748
2021-04-26,Age70_79,UNK,FirstDose,27156
2021-04-26,Age70_79,UNK,FirstDose,16066
2021-04-26,Age80+,UNK,FirstDose,266
2021-04-26,Age80+,UNK,FirstDose,710
2021-04-26,Age80+,UNK,FirstDose,4867
2021-04-26,Age80+,UNK,FirstDose,9692
2021-04-26,Age80+,UNK,FirstDose,410
2021-05-03,ALL,COM,FirstDose,1698812
2021-05-03,ALL,JANSS,FirstDose,53238
2021-07-19,ALL,UNK,FirstDose,174773
2021-07-19,ALL,UNK,FirstDose,174577
2021-07-19,Age25_49,UNK,FirstDose,1664
2021-07-19,Age25_49,UNK,FirstDose,226293
2021-05-03,ALL,UNK,FirstDose,389710
2021-05-03,ALL,UNK,FirstDose,94677
2021-05-03,ALL,UNK,FirstDose,122330
2021-05-03,Age<18,UNK,FirstDose,11
2023-03-27,Age80+,UNK,FirstDose,0
2023-03-27,Age80+,UNK,FirstDose,0
2023-03-27,Age70_79,UNK,FirstDose,1
2023-03-27,Age70_79,UNK,FirstDose,3
2023-03-27,Age70_79,UNK,FirstDose,0
2023-03-27,Age70_79,UNK,FirstDose,0
2023-03-27,Age70_79,UNK,FirstDose,0
2021-03-29,Age60_69,UNK,FirstDose,3025
2021-03-29,Age25_49,UNK,FirstDose,22345
2021-03-29,Age25_49,UNK,FirstDose,9254
2021-03-29,Age25_49,UNK,FirstDose,18628
2023-03-27,Age50_59,UNK,FirstDose,27
2023-03-27,Age50_59,UNK,FirstDose,4
2023-03-27,Age50_59,UNK,FirstDose,1
2023-03-27,Age50_59,UNK,FirstDose,1
2022-12-26,Age70_79,UNK,FirstDose,7
2022-12-26,Age70_79,UNK,FirstDose,3
2022-12-26,Age60_69,UNK,FirstDose,115
2022-12-26,Age60_69,UNK,FirstDose,8
2022-12-26,Age60_69,UNK,FirstDose,2
2022-12-26,Age60_69,UNK,FirstDose,5
2021-01-04,Age18_24,UNK,FirstDose,5
2021-01-04,Age18_24,UNK,FirstDose,17
2021-01-04,ALL,UNK,FirstDose,4
2021-01-04,AgeUNK,UNK,FirstDose,0
2022-12-26,Age50_59,UNK,FirstDose,5
2022-12-26,Age50_59,UNK,FirstDose,27
2022-12-26,Age25_49,UNK,FirstDose,62
2022-12-26,Age25_49,UNK,FirstDose,45
2022-12-26,Age25_49,UNK,FirstDose,24
2022-12-26,Age25_49,UNK,FirstDose,20
2022-12-26,Age25_49,UNK,FirstDose,11
2022-12-26,Age18_24,UNK,FirstDose,17
2022-12-26,Age18_24,UNK,FirstDose,7
2022-12-26,Age18_24,UNK,FirstDose,17
2021-01-04,ALL,UNK,FirstDose,0
2021-01-04,ALL,MODBA.1,FirstDose,0
2020-12-28,Age60_69,UNK,FirstDose,112
2020-12-28,Age60_69,UNK,FirstDose,0
2021-04-05,Age80+,UNK,FirstDose,15797
2021-04-05,Age80+,UNK,FirstDose,9107
2021-04-05,Age80+,UNK,FirstDose,17164
2021-01-18,Age25_49,UNK,FirstDose,9
2021-01-18,Age25_49,UNK,FirstDose,57
2021-01-18,Age18_24,UNK,FirstDose,10
2021-01-18,Age18_24,UNK,FirstDose,358
2021-04-05,Age70_79,UNK,FirstDose,33
2021-04-05,Age70_79,UNK,FirstDose,900
2021-04-05,Age60_69,UNK,FirstDose,3037
2021-04-05,Age60_69,UNK,FirstDose,38908
2021-04-05,Age60_69,UNK,FirstDose,20634
2021-04-05,Age60_69,UNK,FirstDose,1888
2021-05-03,Age<18,UNK,FirstDose,12
2021-05-03,Age<18,UNK,FirstDose,38
2021-05-03,Age<18,UNK,FirstDose,169
2021-05-03,Age<18,UNK,FirstDose,16
2021-05-03,Age18_24,UNK,FirstDose,111
2021-05-03,Age18_24,UNK,FirstDose,115
2021-07-19,Age25_49,UNK,FirstDose,78999
2021-07-19,Age70_79,UNK,FirstDose,7742
2021-07-19,Age70_79,UNK,FirstDose,2708
2021-07-19,Age70_79,UNK,FirstDose,2460
2021-07-19,Age80+,UNK,FirstDose,147
2021-07-19,Age80+,UNK,FirstDose,457
2021-05-03,Age25_49,UNK,FirstDose,25796
2021-05-03,Age25_49,UNK,FirstDose,48476
2021-05-03,Age50_59,UNK,FirstDose,5812
2021-05-03,Age50_59,UNK,FirstDose,19516
2021-05-03,Age50_59,UNK,FirstDose,46566
2021-05-03,Age50_59,UNK,FirstDose,21183
2021-05-03,Age50_59,UNK,FirstDose,59111
2021-05-03,Age60_69,UNK,FirstDose,145
2021-05-03,Age60_69,UNK,FirstDose,31438
2021-05-03,Age60_69,UNK,FirstDose,52334
2021-05-03,Age60_69,UNK,FirstDose,61975
2021-05-03,Age60_69,UNK,FirstDose,29531
2021-05-03,Age70_79,UNK,FirstDose,18648
2021-07-19,Age80+,UNK,FirstDose,1130
2021-07-26,ALL,UNK,FirstDose,444316
2021-07-26,ALL,UNK,FirstDose,132029
2021-07-26,ALL,UNK,FirstDose,147158
2021-07-26,ALL,UNK,FirstDose,228792
2021-07-26,ALL,UNK,FirstDose,10120
2021-07-26,Age25_49,UNK,FirstDose,1905
2021-07-26,Age25_49,UNK,FirstDose,59569
2021-07-26,Age25_49,UNK,FirstDose,67606
2021-07-26,Age25_49,UNK,FirstDose,103991
2021-07-26,Age25_49,UNK,FirstDose,4611
2021-07-26,Age50_59,UNK,FirstDose,886
2021-07-26,Age50_59,UNK,FirstDose,451
2021-07-26,Age50_59,UNK,FirstDose,11937
2021-07-26,Age50_59,UNK,FirstDose,38318
2021-07-26,Age50_59,UNK,FirstDose,7662
2021-07-26,Age60_69,UNK,FirstDose,199
2021-07-26,Age60_69,UNK,FirstDose,23364
2021-07-26,Age60_69,UNK,FirstDose,13417
2021-07-26,Age70_79,UNK,FirstDose,428
2021-07-26,Age70_79,UNK,FirstDose,1148
2021-07-26,Age70_79,UNK,FirstDose,2498
2021-07-26,Age70_79,UNK,FirstDose,6318
2021-08-02,ALL,UNK,FirstDose,4728
2021-08-02,ALL,UNK,FirstDose,26005
2021-08-02,ALL,UNK,FirstDose,86331
2021-08-02,ALL,UNK,FirstDose,186860
2021-08-02,Age18_24,UNK,FirstDose,25598
2021-08-02,Age18_24,UNK,FirstDose,842
2021-08-02,Age25_49,UNK,FirstDose,36821
2021-08-02,Age25_49,UNK,FirstDose,80134
2021-08-02,Age60_69,UNK,FirstDose,12716
2021-08-02,Age60_69,UNK,FirstDose,617
2021-08-02,Age70_79,UNK,FirstDose,645
2021-08-02,Age70_79,UNK,FirstDose,4580
2021-08-02,Age70_79,UNK,FirstDose,2799
2021-08-02,Age70_79,UNK,FirstDose,6607
2021-08-02,Age70_79,UNK,FirstDose,1039
2021-08-02,Age80+,UNK,FirstDose,14
2021-08-02,Age80+,UNK,FirstDose,3006
2021-08-02,Age80+,UNK,FirstDose,3661
2021-08-02,Age80+,UNK,FirstDose,3058
2021-08-02,AgeUNK,UNK,FirstDose,0
2021-08-09,ALL,AZ,FirstDose,1752
2021-08-09,ALL,COMBA.4-5,FirstDose,0
2021-08-09,Age50_59,UNK,FirstDose,186199
2021-08-09,Age80+,UNK,FirstDose,26924
2021-08-09,ALL,UNK,FirstDose,7224
2021-08-09,ALL,UNK,FirstDose,8002
2021-08-09,ALL,UNK,FirstDose,59019
2021-08-09,ALL,UNK,FirstDose,161112
2021-08-09,Age18_24,UNK,FirstDose,18392
2021-08-09,Age18_24,UNK,FirstDose,14262
2021-08-09,Age25_49,UNK,FirstDose,2083
2021-08-09,Age25_49,UNK,FirstDose,3324
2021-08-09,Age60_69,UNK,FirstDose,7865
2021-08-09,Age60_69,UNK,FirstDose,5345
2021-08-09,Age60_69,UNK,FirstDose,10270
2021-08-09,Age70_79,UNK,FirstDose,2147
2021-08-16,Age18_24,UNK,FirstDose,152374
2021-08-16,Age60_69,UNK,FirstDose,68975
2021-08-16,AgeUNK,UNK,FirstDose,0
2021-08-16,ALL,UNK,FirstDose,2155
2021-08-16,Age18_24,UNK,FirstDose,4846
2021-08-16,Age18_24,UNK,FirstDose,15758
2021-08-16,Age18_24,UNK,FirstDose,15549
2021-08-16,Age25_49,UNK,FirstDose,965
2021-08-16,Age60_69,UNK,FirstDose,2640
2021-08-16,Age60_69,UNK,FirstDose,4693
2021-08-16,Age60_69,UNK,FirstDose,6981
2021-08-16,Age70_79,UNK,FirstDose,67
2021-08-23,ALL,MODBA.1,FirstDose,0
2021-08-23,ALL,UNK,FirstDose,0
2021-08-23,Age25_49,UNK,FirstDose,351591
2021-08-23,Age70_79,UNK,FirstDose,25312
2021-08-23,ALL,UNK,FirstDose,38197
2021-08-23,ALL,UNK,FirstDose,51361
2021-08-23,Age18_24,UNK,FirstDose,7540
2021-08-23,Age18_24,UNK,FirstDose,8229
2021-08-23,Age18_24,UNK,FirstDose,8185
2021-08-23,Age25_49,UNK,FirstDose,2200
2021-08-23,Age60_69,UNK,FirstDose,7199
2021-08-23,Age60_69,UNK,FirstDose,2390
2021-08-23,Age60_69,UNK,FirstDose,4778
2021-08-30,ALL,NVXD,FirstDose,0
2021-08-30,ALL,SGSK,FirstDose,0
2021-08-30,Age18_24,UNK,FirstDose,16388
2021-08-30,Age18_24,UNK,FirstDose,3683
2021-08-30,Age18_24,UNK,FirstDose,4530
2021-08-30,Age60_69,UNK,FirstDose,1128
2021-08-30,Age60_69,UNK,FirstDose,929
2021-08-30,Age60_69,UNK,FirstDose,1895
2021-08-30,Age60_69,UNK,FirstDose,3494
2021-08-30,Age60_69,UNK,FirstDose,210
2021-08-30,Age70_79,UNK,FirstDose,631
2021-08-30,Age70_79,UNK,FirstDose,48
2021-08-30,Age70_79,UNK,FirstDose,928
2021-08-30,Age70_79,UNK,FirstDose,2413
2021-08-30,Age70_79,UNK,FirstDose,565
2021-08-30,Age80+,UNK,FirstDose,18
2021-08-30,AgeUNK,UNK,FirstDose,0
2021-09-06,ALL,AZ,FirstDose,661
2021-09-06,ALL,COMBA.4-5,FirstDose,0
2021-09-06,Age18_24,UNK,FirstDose,426
2021-09-06,Age18_24,UNK,FirstDose,1647
2021-09-06,Age18_24,UNK,FirstDose,1899
2021-09-06,Age18_24,UNK,FirstDose,4706
2021-09-06,Age50_59,UNK,FirstDose,4248
2021-09-06,Age50_59,UNK,FirstDose,306
2021-09-06,Age60_69,UNK,FirstDose,1018
2021-09-06,Age80+,UNK,FirstDose,1130
2021-09-06,Age80+,UNK,FirstDose,69
2021-09-13,ALL,COM,FirstDose,213347
2021-09-13,ALL,JANSS,FirstDose,6500
2021-09-13,Age<18,UNK,FirstDose,509
2021-09-13,Age18_24,UNK,FirstDose,304
2021-09-13,Age18_24,UNK,FirstDose,1600
2021-09-13,Age50_59,UNK,FirstDose,1516
2021-09-13,Age60_69,UNK,FirstDose,496
2021-09-13,Age60_69,UNK,FirstDose,202
2021-09-13,Age80+,UNK,FirstDose,543
2021-09-13,Age80+,UNK,FirstDose,1282
2021-09-13,Age80+,UNK,FirstDose,217
2021-09-20,Age<18,UNK,FirstDose,4604
2021-09-20,Age<18,UNK,FirstDose,8704
2021-09-20,Age<18,UNK,FirstDose,3649
2020-12-28,ALL,COM,FirstDose,611
2020-12-28,ALL,JANSS,FirstDose,0
2020-12-28,ALL,MODBA.1,FirstDose,0
2020-12-28,ALL,UNK,FirstDose,0
2020-12-28,Age18_24,UNK,FirstDose,0
2020-12-28,Age18_24,UNK,FirstDose,0
2020-12-28,Age18_24,UNK,FirstDose,0
2020-12-28,Age50_59,UNK,FirstDose,84
2020-12-28,Age60_69,UNK,FirstDose,2
2020-12-28,Age60_69,UNK,FirstDose,1
2020-12-28,Age80+,UNK,FirstDose,22
2021-01-04,ALL,MOD,FirstDose,0
2021-01-04,ALL,NVXD,FirstDose,0
2021-01-04,Age25_49,UNK,FirstDose,1347
2021-01-04,Age<18,UNK,FirstDose,26
2021-01-04,Age18_24,UNK,FirstDose,0
2021-01-04,Age18_24,UNK,FirstDose,46
2021-01-04,Age18_24,UNK,FirstDose,8
2021-01-04,Age50_59,UNK,FirstDose,13
2021-01-04,Age60_69,UNK,FirstDose,0
2021-01-04,Age60_69,UNK,FirstDose,170
2021-01-04,Age80+,UNK,FirstDose,13
2021-01-04,Age80+,UNK,FirstDose,28
2021-01-04,AgeUNK,UNK,FirstDose,0
2021-01-04,Age<18,UNK,FirstDose,24
2021-01-04,Age18_24,UNK,FirstDose,3
2021-01-04,Age18_24,UNK,FirstDose,2
2021-01-04,Age18_24,UNK,FirstDose,25
2021-01-04,Age18_24,UNK,FirstDose,123
2021-01-04,Age18_24,UNK,FirstDose,2
2021-01-04,Age25_49,UNK,FirstDose,15
2021-04-05,Age60_69,UNK,FirstDose,626
2021-04-05,Age50_59,UNK,FirstDose,22059
2021-04-05,Age50_59,UNK,FirstDose,20678
2021-04-05,Age50_59,UNK,FirstDose,17418
2021-01-18,Age18_24,UNK,FirstDose,152
2021-01-18,Age18_24,UNK,FirstDose,10
2021-01-18,Age18_24,UNK,FirstDose,3
2021-01-18,Age<18,UNK,FirstDose,15
2021-04-05,Age25_49,UNK,FirstDose,20899
2021-04-05,Age25_49,UNK,FirstDose,2068
2021-04-05,Age18_24,UNK,FirstDose,103
2021-04-05,Age18_24,UNK,FirstDose,1969
2021-04-05,Age18_24,UNK,FirstDose,1632
2021-04-05,Age18_24,UNK,FirstDose,1624
2021-04-05,Age18_24,UNK,FirstDose,40
2021-04-05,Age<18,UNK,FirstDose,59
2021-04-05,Age<18,UNK,FirstDose,42
2021-04-05,Age<18,UNK,FirstDose,49
2021-04-05,Age<18,UNK,FirstDose,9
2021-01-18,Age<18,UNK,FirstDose,5
2021-01-18,Age<18,UNK,FirstDose,23
2021-01-18,Age<18,UNK,FirstDose,2
2021-04-05,ALL,UNK,FirstDose,131569
2021-04-05,ALL,UNK,FirstDose,64987
2021-04-05,ALL,UNK,FirstDose,6630
2021-04-05,Age50_59,UNK,FirstDose,223831
2021-04-05,Age<18,UNK,FirstDose,993
2021-04-05,ALL,SGSK,FirstDose,0
2021-04-05,ALL,NVXD,FirstDose,0
2021-04-05,ALL,MOD,FirstDose,168852
2021-03-29,Age80+,UNK,FirstDose,30559
2021-03-29,Age80+,UNK,FirstDose,15479
2022-12-26,Age<18,UNK,FirstDose,17
2022-12-26,Age<18,UNK,FirstDose,64
2022-12-26,Age<18,UNK,FirstDose,3
2022-12-26,ALL,UNK,FirstDose,991
2022-12-26,ALL,UNK,FirstDose,83
2022-12-26,ALL,UNK,FirstDose,42
2022-12-26,ALL,UNK,FirstDose,21
2022-12-26,ALL,UNK,FirstDose,20
2021-08-23,Age80+,UNK,FirstDose,913
2021-08-23,Age80+,UNK,FirstDose,1515
2021-05-03,Age<18,UNK,FirstDose,484
2021-01-04,Age25_49,UNK,FirstDose,0
2021-01-04,Age25_49,UNK,FirstDose,976
2021-01-04,Age25_49,UNK,FirstDose,972
2021-01-04,Age25_49,UNK,FirstDose,1280
2021-01-04,Age50_59,UNK,FirstDose,2
2021-01-04,Age50_59,UNK,FirstDose,7856
2021-01-04,Age50_59,UNK,FirstDose,3704
2021-01-04,Age50_59,UNK,FirstDose,1662
2021-01-04,Age60_69,UNK,FirstDose,30
2021-01-04,Age60_69,UNK,FirstDose,6
2021-01-04,Age60_69,UNK,FirstDose,671
2021-01-04,Age80+,UNK,FirstDose,631
2021-01-04,Age80+,UNK,FirstDose,1781
2021-01-11,ALL,AZ,FirstDose,0
2021-01-11,ALL,COMBA.4-5,FirstDose,0
2021-01-11,Age<18,UNK,FirstDose,6
2021-01-11,Age<18,UNK,FirstDose,9
2021-01-11,Age<18,UNK,FirstDose,0
2021-01-11,Age18_24,UNK,FirstDose,2
2021-01-11,Age50_59,UNK,FirstDose,11002
2021-01-11,Age50_59,UNK,FirstDose,478
2021-01-11,Age60_69,UNK,FirstDose,150
2021-01-11,Age60_69,UNK,FirstDose,2
2021-01-11,Age80+,UNK,FirstDose,3535
2021-01-11,Age80+,UNK,FirstDose,259
2021-01-18,ALL,COM,FirstDose,656336
2021-01-18,Age<18,UNK,FirstDose,8
2021-01-18,Age<18,UNK,FirstDose,3
2021-01-18,Age<18,UNK,FirstDose,8
2021-01-18,Age50_59,UNK,FirstDose,7017
2021-01-18,Age50_59,UNK,FirstDose,5754
2021-01-18,Age50_59,UNK,FirstDose,9145
2021-01-18,Age80+,UNK,FirstDose,0
2021-01-18,Age80+,UNK,FirstDose,30503
2021-01-18,Age80+,UNK,FirstDose,3617
2021-01-25,ALL,MOD,FirstDose,19581
2021-01-25,Age<18,UNK,FirstDose,6
2021-01-25,Age<18,UNK,FirstDose,4
2021-01-25,Age<18,UNK,FirstDose,78
2021-01-25,Age50_59,UNK,FirstDose,2375
2021-01-25,Age50_59,UNK,FirstDose,3695
2021-01-25,Age50_59,UNK,FirstDose,4432
2021-01-25,Age50_59,UNK,FirstDose,4883
2021-01-25,Age80+,UNK,FirstDose,47
2021-01-25,Age80+,UNK,FirstDose,17652
2021-01-25,Age80+,UNK,FirstDose,27886
2021-01-25,Age80+,UNK,FirstDose,21437
2021-02-01,Age<18,UNK,FirstDose,0
2021-02-01,Age<18,UNK,FirstDose,36
2021-02-01,Age<18,UNK,FirstDose,24
2021-02-01,Age<18,UNK,FirstDose,19
2021-02-01,Age50_59,UNK,FirstDose,116
2021-02-01,Age50_59,UNK,FirstDose,2037
2021-02-01,Age50_59,UNK,FirstDose,909
2021-02-01,Age80+,UNK,FirstDose,22415
2021-02-01,Age80+,UNK,FirstDose,8007
2021-02-01,Age80+,UNK,FirstDose,7416
2021-02-01,Age80+,UNK,FirstDose,22076
2021-02-08,Age<18,UNK,FirstDose,0
2021-02-08,Age<18,UNK,FirstDose,4
2021-02-08,Age<18,UNK,FirstDose,5
2021-02-08,Age<18,UNK,FirstDose,14
2021-02-08,Age<18,UNK,FirstDose,2
2021-02-08,Age50_59,UNK,FirstDose,216
2021-02-08,Age50_59,UNK,FirstDose,484
2021-02-08,Age50_59,UNK,FirstDose,1678
2021-02-08,Age50_59,UNK,FirstDose,2918
2021-02-08,Age50_59,UNK,FirstDose,195
2021-02-08,Age60_69,UNK,FirstDose,125
2021-02-08,Age60_69,UNK,FirstDose,348
2021-02-08,Age60_69,UNK,FirstDose,1065
2021-02-08,Age60_69,UNK,FirstDose,2792
2021-02-08,Age60_69,UNK,FirstDose,962
2021-02-08,Age70_79,UNK,FirstDose,87
2021-02-08,Age70_79,UNK,FirstDose,15449
2021-02-08,Age70_79,UNK,FirstDose,5004
2021-02-08,Age80+,UNK,FirstDose,191
2021-02-08,Age80+,UNK,FirstDose,972
2021-02-08,Age80+,UNK,FirstDose,7397
2021-02-15,ALL,UNK,FirstDose,2706
2021-02-15,Age<18,UNK,FirstDose,7
2021-02-15,Age<18,UNK,FirstDose,13
2021-02-15,Age<18,UNK,FirstDose,10
2021-02-15,Age25_49,UNK,FirstDose,207
2021-02-15,Age50_59,UNK,FirstDose,31
2021-02-15,Age50_59,UNK,FirstDose,335
2021-02-15,Age70_79,UNK,FirstDose,1034
2021-02-15,Age80+,UNK,FirstDose,36
2021-02-15,Age80+,UNK,FirstDose,27
2021-02-15,Age80+,UNK,FirstDose,3167
2021-02-22,ALL,UNK,FirstDose,30978
2021-02-22,Age<18,UNK,FirstDose,0
2021-02-22,Age<18,UNK,FirstDose,1
2021-02-22,Age<18,UNK,FirstDose,9
2021-02-22,Age70_79,UNK,FirstDose,9940
2021-02-22,Age70_79,UNK,FirstDose,965
2021-02-22,Age80+,UNK,FirstDose,21
2021-02-22,Age80+,UNK,FirstDose,9039
2021-02-22,Age80+,UNK,FirstDose,10150
2021-03-01,ALL,UNK,FirstDose,114546
2021-03-01,ALL,UNK,FirstDose,13457
2021-03-01,Age<18,UNK,FirstDose,1
2021-03-01,Age<18,UNK,FirstDose,54
2021-03-01,Age<18,UNK,FirstDose,15
2021-03-01,Age25_49,UNK,FirstDose,8233
2021-03-01,Age25_49,UNK,FirstDose,10621
2021-03-01,Age50_59,UNK,FirstDose,525
2021-03-01,Age50_59,UNK,FirstDose,29477
2021-03-01,Age70_79,UNK,FirstDose,23470
2021-03-01,Age70_79,UNK,FirstDose,16375
2021-03-01,Age70_79,UNK,FirstDose,26342
2021-03-01,Age80+,UNK,FirstDose,220
2021-03-08,ALL,UNK,FirstDose,119267
2021-03-08,ALL,UNK,FirstDose,122736
2021-03-08,ALL,UNK,FirstDose,110910
2021-03-08,Age25_49,UNK,FirstDose,6254
2021-03-08,Age25_49,UNK,FirstDose,9072
2021-03-08,Age50_59,UNK,FirstDose,328
2021-03-08,Age50_59,UNK,FirstDose,548
2021-03-08,Age70_79,UNK,FirstDose,20185
2021-03-08,Age70_79,UNK,FirstDose,17707
2021-03-08,Age70_79,UNK,FirstDose,34147
2021-03-15,ALL,UNK,FirstDose,54109
2021-03-15,ALL,UNK,FirstDose,52778
2021-03-15,ALL,UNK,FirstDose,84337
2021-03-15,ALL,UNK,FirstDose,8026
2021-03-15,Age25_49,UNK,FirstDose,1279
2021-03-15,Age25_49,UNK,FirstDose,4838
2021-03-15,Age25_49,UNK,FirstDose,6077
2021-03-15,Age25_49,UNK,FirstDose,995
2021-03-15,Age70_79,UNK,FirstDose,11803
2021-03-15,Age70_79,UNK,FirstDose,38276
2021-03-15,Age70_79,UNK,FirstDose,2255
2021-03-22,ALL,UNK,FirstDose,55159
2021-03-22,ALL,UNK,FirstDose,159095
2021-03-22,ALL,UNK,FirstDose,80854
2021-03-22,Age25_49,UNK,FirstDose,2843
2021-03-22,Age25_49,UNK,FirstDose,16763
2021-03-22,Age25_49,UNK,FirstDose,5004
2021-03-22,Age25_49,UNK,FirstDose,14412
2021-03-22,Age70_79,UNK,FirstDose,446
2021-03-22,Age70_79,UNK,FirstDose,20
2021-03-22,Age70_79,UNK,FirstDose,29059
2021-03-22,Age70_79,UNK,FirstDose,69875
2021-03-22,Age70_79,UNK,FirstDose,3642
2021-03-22,Age80+,UNK,FirstDose,27
2021-03-22,Age80+,UNK,FirstDose,40230
2021-03-22,Age80+,UNK,FirstDose,24692
2021-03-22,AgeUNK,UNK,FirstDose,0
2021-03-29,ALL,AZ,FirstDose,423358
2021-03-29,ALL,COMBA.4-5,FirstDose,0
2021-03-29,ALL,MODBA.4-5,FirstDose,0
2021-03-29,Age80+,UNK,FirstDose,219521
2021-03-29,ALL,UNK,FirstDose,4894
2021-03-29,ALL,UNK,FirstDose,1695
2021-03-29,Age25_49,UNK,FirstDose,902
2021-03-29,Age25_49,UNK,FirstDose,6648
2021-03-29,Age25_49,UNK,FirstDose,11510
2021-03-29,Age60_69,UNK,FirstDose,3768
2021-03-29,Age70_79,UNK,FirstDose,25676
2021-03-29,Age70_79,UNK,FirstDose,37080
2021-03-29,Age70_79,UNK,FirstDose,64265
2021-03-29,Age70_79,UNK,FirstDose,47410
2021-04-05,AgeUNK,UNK,FirstDose,0
2021-04-05,ALL,UNK,FirstDose,2068
2021-04-05,ALL,UNK,FirstDose,216885
2021-04-05,ALL,UNK,FirstDose,180784
2021-04-05,ALL,UNK,FirstDose,133566
2021-04-05,Age<18,UNK,FirstDose,4
2021-04-05,Age18_24,UNK,FirstDose,1374
2021-04-05,Age25_49,UNK,FirstDose,801
2021-04-05,Age25_49,UNK,FirstDose,37922
2021-04-05,Age25_49,UNK,FirstDose,8863
2021-04-05,Age25_49,UNK,FirstDose,9894
2021-04-05,Age50_59,UNK,FirstDose,407
2021-04-05,Age50_59,UNK,FirstDose,1292
2021-04-05,Age50_59,UNK,FirstDose,6538
2021-04-05,Age50_59,UNK,FirstDose,23364
2021-04-05,Age50_59,UNK,FirstDose,8142
